From	To
F6VRR5	84271
O95870	7920
P50616	10140
O76024	7466
A0A087WWT4	83882
P0DMB2	100127983
Q13625	7159
Q08378	2802
Q9H6E4	79879
P15954	1350
P55040	2669
Q96B42	129787
Q9BSY4	84269
Q96C55	147807
Q8WU90	55854
Q7LG56	50484
O60575	27290
P78330	5723
O43766	11019
Q13202	1850
Q7L7X3	57551
Q8TF66	131578
Q6YHU6	63892
Q9Y336	27180
P09382	3956
Q13702	5913
O00303	8665
Q9P209	55722
Q5TB30	55635
P78380	4973
Q01959	6531
Q15485	2220
O75841	7348
P20962	5763
Q9UBS4	51726
Q58WW2	55827
Q86SX6	51218
Q9BWS9	66005
Q9H093	81788
Q5VWK5	149233
Q9Y508	55905
Q9Y3A4	27341
Q9H6X2	84168
Q96AY4	23331
Q5JSP0	89846
Q16676	2297
P04921	2995
Q15072	7705
P49366	1725
Q3MIR4	161291
Q9ULW0	22974
Q96NB3	91603
O75817	10248
P32519	1997
Q9HC10	9381
P31431	6385
Q8TEZ7	85315
P46663	623
Q96N64	114825
P62241	6202
Q6P4H8	134145
Q5XPI4	63891
Q9BXA7	83942
O15234	22794
Q8WUX1	92745
Q96RD9	83416
A6NLH6	29097
Q6P9H4	154043
P29762	1381
Q53FA7	9540
P54317	5408
P19320	7412
P48380	5991
D6RGH6	345643
P48788	7136
Q9Y266	10726
Q01581	3157
E5RHC2	55093
D6REK3	10283
Q9NYW4	54429
Q9P0W5	29970
Q9P0W5	100505385
Q9NTJ4	4123
Q9UKM7	11253
Q15583	7050
Q00613	3297
O15539	8490
P52945	3651
O60825	5208
O15516	9575
O14508	8835
A0A087WTK3	57209
P04271	6285
Q9BSM1	84759
Q9UKA1	26234
O95210	8987
Q6PCT2	54620
P50135	3176
P02144	4151
Q68CQ7	55830
Q15008	9861
Q14973	6554
Q13651	3587
Q96AQ9	348487
P16989	8531
Q9H2L4	85025
Q9NQ87	26508
P61952	2791
P06753	7170
Q03933	3298
Q92538	8729
Q96NB2	118980
P07954	2271
P48378	5990
Q32P28	64175
Q9BZD6	79056
P22415	7391
A0A0A0MT38	23348
A0A087X1R4	9589
P45452	4322
A0A0A0MSY6	79781
Q6ZS86	256356
P08684	1576
Q8NA31	283847
O95453	5073
Q12986	4799
Q9BYX4	64135
Q96I59	79731
Q7Z6I8	134553
Q9Y4Y9	23658
Q9UMS4	27339
Q8N4V2	55530
Q9P2L0	57539
Q9NSV4	81624
Q99805	9375
Q4VC12	118490
Q9UQ03	10391
O43189	5252
Q9UPM9	27077
Q9Y6I8	11264
O60281	23036
Q05BQ5	54799
Q9UHC7	23608
Q5VT97	84144
P04003	722
I3L4C2	10458
A0A087WXP3	3694
Q6IA86	55250
A0A0A0MRK5	387103
Q71F23	79682
Q6T311	132946
J3QT34	375449
Q9NPF5	55929
Q96BY7	55102
Q9BY43	29082
Q8WU66	54084
Q92564	23142
Q96KR7	116154
P02741	1401
Q9UNP9	10450
Q9BZ23	80025
B1ALD0	10717
Q9UDV7	8427
P58546	136319
Q9BW30	51673
Q9Y661	9951
Q9BSU1	80262
Q96G79	113829
Q8WWW0	83593
Q8N131	114908
O00471	10640
Q7Z5L7	127435
Q92956	8764
Q9BTM9	81605
Q8IUW5	768211
P60331	386677
O43246	6545
P41732	7102
O95977	8698
F8VXC8	6601
P30968	2798
Q9UMX3	666
Q96NL6	132320
Q9NXB0	54903
P78552	3597
P26951	3563
Q9NRA2	26503
Q9NSI6	54014
Q66K14	23061
O75074	4037
B6ZDM2	64430
P56557	757
G3V2J7	1033
B7Z493	121512
P45378	7140
P05181	1571
Q92764	3886
P57088	55161
O75908	8435
P79483	3125
Q7RTX9	151473
Q6PCB6	58489
O60282	3800
E9PDJ2	1827
Q14626	3590
Q49AI2	670
Q9Y473	7728
Q32MC3	22953
Q8WYH8	84289
Q8NDN9	55213
P50281	4323
A0A0A0MQY7	57685
Q5C9Z4	64434
Q9UKF2	11085
Q9NPC4	53947
A0A087WV69	8863
P10909	1191
Q96QK1	55737
P16499	5145
A8K8P3	9814
Q9UQR1	7707
Q8WVN8	92912
Q04917	7533
Q86U44	56339
P46721	6579
Q9NQ30	11082
Q14118	1605
O60356	26471
Q8N5I2	92714
Q5EBL2	89887
A0A024R4M0	6203
P19174	5335
Q92530	9491
Q2NKX8	54821
Q9NWS8	55005
P42772	1030
O95400	10421
P82921	54460
Q8TB96	81533
P02743	325
Q8WWX9	140606
P04233	972
E9PE82	35
P37275	6935
Q9NTQ9	127534
P02654	341
Q8IZA3	132243
Q8NHZ8	246184
Q96D03	115265
Q92686	4900
Q6NT16	116843
Q02241	9493
Q9H706	64762
O43916	8534
Q8NEL9	80821
H0Y413	4007
Q8NI60	56997
J3KPC0	93550
Q96PM5	25898
Q8TDU9	339403
I3L2M9	58488
Q9HB71	27101
Q99712	3772
P20265	5454
Q9BW92	80222
Q9Y5U4	51141
Q7RTP6	57553
Q9BYC9	55052
O75871	1089
Q8N5M4	283237
P60022	1672
Q96IX5	84833
P10620	4257
O95371	4993
F8WBA3	5587
Q8IZW8	84951
P60842	1973
O00468	375790
Q9H5L6	79725
A0A087WX34	23322
P11021	3309
A0A0A0MS57	84689
P55060	1434
Q9NX04	54955
Q99645	1833
Q7RTV2	221357
Q8N0X4	171425
O00180	3775
Q8WVD5	50862
P53701	3052
P46695	8870
Q8TDC0	91977
P51570	2584
O95716	9545
A9Z1W9	255220
Q9H8M5	54805
Q9UPP1	23133
O15496	8399
A0A087WXM8	4059
Q96JJ3	63916
P01127	5155
Q8N8Y2	245972
Q9NX36	54943
Q9H7F4	79134
Q8IY17	10908
Q8IX07	161882
O60830	10245
O43707	81
P07307	433
P48553	7109
Q9NQH7	63929
B5M0C0	90527
A0A075B6F9	51070
P42677	6232
Q7Z5J4	10743
A0A087X282	30851
Q9P0K1	53616
P56470	3960
Q96G03	55276
Q9UID6	51193
Q16649	4783
Q8NFP4	266727
Q9ULL8	57477
Q8NFH5	129401
G8JLD5	10059
P35558	5105
Q9HC58	57419
P11234	5899
Q15369	6921
Q86WC4	28962
E9PDG8	9892
P13521	7857
P98182	7752
Q06265	5393
O00148	10212
Q15650	9325
O43439	9139
F8W8Y7	100131755
E7EUL7	6744
P59796	257202
Q6ZRS2	10847
Q92769	3066
Q8IVE3	130271
P45985	6416
Q9UHD2	29110
A0AVK6	79733
Q96CN7	51015
Q9UQC9	9635
C9JUS6	199800
Q14126	1829
Q9UJY1	26353
Q86XI6	79660
Q9BVK8	10430
Q9UN79	9580
P37837	6888
Q17RD7	83851
P05026	481
Q86YS7	9847
Q9HAC8	80019
Q9P2D8	57578
Q9NRN5	56944
P54108	10321
Q9NV72	55762
B8ZZW4	3554
Q9P1Z2	57658
O75462	9244
Q9Y4P3	26608
Q9BX69	84674
Q9UPW6	23314
Q2KHT3	23274
P49454	1063
Q96ST3	25942
Q9H4W6	253738
D6RGC4	55016
Q96JQ2	79789
Q8NDV7	27327
Q9P126	51266
Q9Y6I7	26118
Q8NCD3	55355
Q09328	4249
Q7Z2H8	206358
Q9HC52	57332
Q8IZA0	79932
Q8N6F1	149461
Q2TAC6	124602
Q8NE00	54868
Q9GZS0	64446
P25929	4886
Q96RB7	219487
Q86WI3	84166
O00186	6814
Q6NSJ5	80131
Q95460	3140
B4E3T4	11030
B4DR80	8428
O15160	9533
A0A0B4J1R6	7086
O15460	8974
Q9BWT3	64895
P23786	1376
P28300	4015
Q02386	7596
Q99758	21
Q8N9N5	54971
O75593	8928
P23528	1072
Q5T0L3	284680
Q96RD7	24145
B7Z5P7	9404
P22309	54658
Q9P2U8	57084
Q8TDB4	84709
Q8N7G0	134187
Q93084	489
O76099	26664
Q9NZ20	50487
Q9UMS6	171024
P50552	7408
Q9NSY0	340371
A6NL88	729956
Q9NY57	55351
Q9C0C6	85457
A6NNI4	928
Q9BVL2	9818
O60494	8029
Q14019	23406
A2RUS0	151
P14410	6476
O95502	23467
Q8WUU4	162979
P21912	6390
Q8IU80	164656
Q9NYG5	51529
P09210	2939
A6NMX2	253314
P35367	3269
Q8TBB0	152815
Q5JVS0	22927
O00400	9197
Q96SB8	79677
P47974	678
Q969S9	84340
P11177	5162
P15882	1123
A0A0C4DGX8	537
Q9NZM1	26509
P06127	921
P61006	4218
Q86XM0	257062
Q99250	6326
P62070	22800
O15212	10471
P62937	5478
G5E9D4	26610
Q9Y216	9108
O00585	6366
Q9H8W5	80263
Q96IZ5	55285
Q9UHL4	29952
Q9P0S2	51241
P40313	1506
Q9UHK0	26747
Q9NSA3	56998
Q8TEY5	148327
O95206	5100
Q86WG5	81846
Q9P0I2	55831
B7Z9U0	9337
Q9NW13	55131
Q9Y5E5	56131
A8K979	112479
Q9H175	81566
Q86VE0	339344
Q9NVM9	55726
Q99697	5308
O95409	7546
O43614	3062
P59998	10093
Q9Y6H6	10008
Q92484	10924
P61626	4069
Q8WTV1	90326
Q9NXF1	54881
O14645	7802
Q8TBZ3	91833
Q9NXC2	54438
Q9NWA0	55090
Q6ZUS5	79635
Q8TBC3	92799
Q14684	23076
P40938	5983
Q6P4F1	84750
Q8WV22	197370
Q9NQC8	56912
Q9BWP8	78989
Q9UIH9	28999
Q6IQ26	23258
Q9BRD0	84811
Q6UXV0	389400
Q9NPJ6	29079
Q8NDY3	113622
Q8WXF1	55269
O95390	10220
O95969	10647
Q5GH73	286046
P84085	381
A0A087X2I4	5694
Q6ZU15	346288
O14773	1200
B3KT41	22987
Q6XUX3	25778
O00623	5193
P05155	710
Q00169	5306
Q5VIR6	55275
Q96GQ5	64755
P21583	4254
Q53FP2	59353
P55199	8178
Q14691	9837
P25090	2358
Q8WTX7	652968
Q9UK59	51163
P40855	5824
O60292	23094
Q92731	2100
Q9UN88	55879
Q13011	1891
Q9NR50	8891
Q9P1W9	11040
Q9Y305	23597
O14926	25794
Q9NZA1	53405
O43296	9422
Q96JM7	84456
Q9Y657	10927
P51959	900
Q14240	1974
Q5MNZ6	56270
Q13367	8120
O43255	6478
Q9H2K2	80351
Q9BRT8	55871
Q9HAF1	64769
P45880	7417
Q6NSI4	55086
Q9NY91	6527
Q8TDW0	84230
Q92882	26578
Q7Z6K3	375743
Q96G21	92856
A0A087WUN5	119504
Q9UL15	9529
Q5TDH0	84301
P49321	4678
P61086	3093
O96011	8799
Q9UMY1	51406
Q96S96	157310
Q96GR2	23205
O43819	9997
O43583	8562
Q99959	5318
P24468	7026
O76076	8839
Q96M63	93233
P07358	732
Q9Y236	734
Q8NGJ5	119682
Q9UKL4	57369
Q8TBX8	79837
Q13127	5978
P49788	5918
Q96ER9	79714
P98066	7130
O43761	9143
Q8IW75	145264
P81133	6492
Q9H1C7	84418
Q02575	4807
Q9H165	53335
P56747	9074
Q9H777	55520
O15085	9826
P04183	7083
Q6DN12	55784
P02545	4000
O60906	6610
Q96K17	91408
Q5PSV4	84312
P48307	7980
O60729	8555
Q96A65	60412
O60883	9283
Q8WWZ1	84639
P54687	586
Q15303	2066
P62306	6636
P35247	6441
Q5SVZ6	79830
H3BST1	26258
O75190	10049
A6NKG5	388015
P02771	174
O43929	5000
Q9ULV8	23624
Q8NH48	441608
Q7Z5N4	221935
Q96NY9	80198
Q96EV2	155435
Q9NRW3	27350
E9PFE2	9569
Q6UXG2	57535
Q93045	11075
Q9BPU6	56896
Q5VTL7	163479
Q9H840	79760
P23396	6188
Q8N944	205147
H0YL66	140691
Q8N0Z8	126789
Q12778	2308
P52701	2956
P62277	6207
P05141	292
Q9HAZ1	57396
Q9Y278	9956
Q8TAL6	387758
A0A0A6YYJ4	7033
Q92536	9057
H3BN78	51760
A6ND91	554235
Q92841	10521
Q16617	4818
P17948	2321
Q6QNY0	388552
Q7RTY1	220963
P41743	5584
P16471	5618
O43448	9196
Q8TAC1	317671
Q9H4B0	64172
Q6P9F7	23507
P53611	5876
Q07955	6426
Q0VAK6	56203
Q9BXJ0	114902
Q12894	7866
P46439	2949
P24539	515
Q16890	7164
P51817	5613
Q13129	6018
Q5SVS4	253512
O75346	56242
Q7Z6J4	221472
Q06889	1960
Q8N1A6	132321
Q15124	5239
Q7Z2Z1	90381
E5RGS2	80346
Q8NFJ8	27319
Q9NUG4	140706
Q8NGQ3	219958
Q4KMP7	26000
A0A0B4J294	51693
F8VSL7	2040
O60279	26032
B4DDX3	131965
Q9Y3D3	51021
Q96DU7	80271
B4E0K6	57176
Q9P0S3	94101
Q9BTL4	9592
O94905	11160
Q9Y6A2	10858
Q15058	9928
P43320	1415
P49815	7249
A0A087WSY5	1361
P35625	7078
Q8IY22	80790
O00635	10475
P43490	10135
P51957	6787
Q9UJV9	51428
Q96R05	116362
Q9UQM7	815
Q8IYQ7	79896
Q15653	4793
Q9NSA1	26291
P22234	10606
P0CW24	84968
Q5W5X9	64927
Q5TH69	57221
P28907	952
Q9HB55	64816
Q92570	8013
A0A075B756	136259
Q9Y303	51005
Q15365	5093
Q52LW3	9411
O95760	90865
Q4VC44	84256
A0A087WTV6	29920
Q6PHR2	25989
Q8NCR0	148789
Q92187	7903
Q96SC8	63950
Q8N720	79027
A0A0J9YWR0	140
Q9UG01	26160
B1AMS2	23157
A0A087WUH9	10769
Q8IZU3	50511
P33261	1557
P48146	2832
Q8WUD1	84932
F5H148	54700
Q7L0R7	22838
Q13485	4089
Q4G112	124535
Q06278	316
Q9UKM9	22913
P14416	1813
Q5JRV8	55026
Q13480	2549
Q14451	2886
Q14202	9203
P15248	3578
B7Z2N1	9628
E9PLV3	399979
Q9BYC5	2530
J3QKQ8	146198
P51161	2172
P11150	3990
Q6UWH6	113419
Q9NS69	56993
Q9UNM6	5719
Q969Q5	53917
P10242	4602
P43235	1513
Q9Y5E7	56133
Q68CZ2	64759
Q9H4B4	1263
P49863	3003
Q9H293	64806
P58397	81792
C9JBX5	6745
O95935	9096
Q8NHP7	161829
Q99456	3859
Q08J23	54888
Q9H5N1	79874
Q02040	8227
Q92851	843
Q8NGG8	390271
Q8TE59	171019
Q9NZM5	29997
Q9Y2U2	10089
Q9BRP0	58495
Q8WTR2	142679
A0A087WVT9	4833
P17174	2805
E7EMB1	23075
C9JQV3	114790
Q05940	6571
Q6ZMJ2	286133
Q9UPR0	23228
P18669	5223
Q16549	9159
Q6UWI2	25849
Q4U2R8	9356
Q9NX63	54927
Q9BTV6	92715
Q7Z478	54505
Q9H1D0	55503
Q9Y662	9953
Q8NHX4	130560
Q9NUL3	27067
Q8N0Y2	55311
Q9BW62	84056
Q8IX18	79665
P18085	378
P20309	1131
Q9NZN4	30846
Q9Y6V0	27445
Q5SRI9	79694
P0C5Y9	474382
Q99972	4653
Q86TL2	375346
Q86W92	8496
Q8TAG5	222008
Q96P68	27199
G3V0E5	7037
B7Z685	2983
Q8IYP2	136541
P17181	3454
J3QQW9	23512
P62633	7555
P36896	91
Q13003	2899
Q6UWJ8	388611
Q9ULJ6	57178
Q9Y2L9	23143
Q12952	2300
Q02790	2288
Q8N1B4	6293
Q96KS0	112398
Q6PI77	80823
Q8NF37	79888
P32019	3633
P46976	2992
Q96MA1	63948
Q8IWE5	23207
P49841	2932
Q9NRI5	27185
Q86SJ2	347902
Q93098	7479
A0A0C4DFX6	29881
A8K8V0	146540
Q8TEQ6	25929
Q9P0J0	51079
B8ZZK1	6519
A0A087WVZ7	7772
Q96MT3	144165
Q9ULX9	23764
Q8IZD2	55904
B4DK69	1646
Q9NVN8	54552
Q14050	1299
P15927	6118
Q02809	5351
O15041	9723
Q9C098	85443
Q86VP6	55832
Q13291	6504
A6NC05	401207
Q16656	4899
Q96FX2	285381
P22083	2526
P14138	1908
Q92830	2648
Q5SQI0	79969
Q6P2P2	90826
Q96MC5	89927
P36776	9361
Q9BQ48	64981
Q9NVS9	55163
F8VNQ3	57451
Q15223	5818
H0Y2S1	8225
Q8IWA0	84128
P0DMQ5	100505573
P84101	10169
E9PIZ2	120071
Q6UWS5	100303755
P14923	3728
P31946	7529
P55107	2662
A6XGL0	374887
O43692	51050
Q9NXV6	55602
Q9H0M0	11059
Q6IFN5	26648
Q63HR2	23371
P06737	5836
Q6UN15	81608
M0R366	79187
P31276	3229
Q9BRY0	29985
Q6ZN04	84206
Q99497	11315
Q9BV40	8673
Q8TD17	57541
Q96RT8	114791
F8VWT9	283450
Q15233	4841
Q9BZE7	84645
O95163	8518
B7Z1F5	1558
Q8TDD1	79039
A0A0G2JS28	439915
Q4VCS5	154796
B0QXZ6	23466
Q4G0F5	112936
P58166	83729
A2RUH7	343263
Q9BZE0	84662
Q9UBI1	23412
P0C7T8	643382
Q5VXI9	643418
Q9H6D8	64838
Q9HBY8	10110
Q08945	6749
Q6IF00	401992
Q9Y4C2	9747
Q14627	3598
P12643	650
Q9UIF8	29994
B8ZWD1	1622
Q8IV08	23646
Q9NWU2	54994
O76081	8601
Q3KQZ1	399512
Q86WH2	283349
Q2NL98	400673
O60478	7107
Q14790	841
P62820	5861
Q14714	8082
P35318	133
Q8TDF5	81832
Q6UXI9	255743
Q8WVB6	63922
Q96J87	60677
Q9ULK4	9439
O60583	905
Q9H2Y9	81796
Q9NXH9	55621
Q6UXV4	139322
O95382	9064
P10747	940
Q5JU69	27433
A0A0A0MRA5	11100
P63151	5520
A0A087WX61	9308
P35218	763
Q9Y2N7	64344
Q8WWX8	115584
Q8NBA8	285605
Q96KG7	84466
Q9NY30	54766
B1AKZ5	8682
Q6UW60	54760
Q53H80	55122
Q05086	7337
Q674X7	23254
Q9Y3D2	22921
Q99445	2765
P16581	6401
Q9H171	81030
Q8NCR9	119467
Q8TDY3	140625
A0A0C4DH71	51227
P13284	10437
Q9P0P0	51255
Q6UXN8	283420
P02808	6779
Q5IJ48	286204
Q9H1X1	221421
P80075	6355
O14896	3664
Q9H223	30844
Q5GH72	343702
Q9Y2K1	22890
Q9NXZ2	55510
Q9P2W1	29893
F8WAB8	115286
Q9H2H8	53938
Q6ZRQ5	253714
P00403	4513
Q8IV01	91683
Q9UBV8	553115
P61221	6059
A0A087WT64	4170
A0A087X1P4	55713
P0C2L3	642968
Q96F24	29982
Q9Y446	11187
O75438	4707
Q9ULP0	65009
Q9BS86	11055
Q14896	4607
O43869	26696
Q9Y3B6	51016
Q9H3R2	56667
Q6NVV3	152519
Q9NZR4	30813
P30825	6541
P16298	5532
A0A0A0MQV0	2581
Q9GZV4	56648
Q9BXW7	27440
A0A0G2JKD1	394263
Q9H4B6	60485
O75095	1953
P01210	5179
P28838	51056
Q9Y5Y7	10894
Q8TES7	85302
Q96KK4	442194
F5H6P3	3638
P0C7L1	646424
Q15388	9804
Q8N413	283130
A8MTK3	25913
A0A0C4DG41	2078
Q00005	5521
O75061	9829
P49247	22934
P20749	602
Q969T9	23558
O60645	11336
Q9NVP1	8886
P52434	5437
O19617	3107
B3KY94	10423
P49336	1024
O00463	7188
Q00403	2959
Q9Y399	51116
Q96JG6	55610
P51571	6748
Q8WXD2	29106
Q86T90	57536
O95436	10568
Q9Y2C2	10090
Q01469	2171
Q00535	1020
O60343	9882
Q9Y6B2	23741
P32238	886
Q9Y484	11152
D3DTT2	284040
K7ELL7	5589
Q68DI1	284309
Q5T1R4	59269
Q86UE6	347730
Q6WCQ1	23164
Q9NQW1	25956
P51946	902
P11226	4153
Q86XW9	347736
O60218	57016
Q9Y6K9	8517
P43251	686
Q9BUE0	54797
O14649	3777
Q6IFH4	389090
Q8NFT6	80174
Q9GZV7	60484
Q9H4H8	81610
Q7Z340	90233
O75030	4286
Q99584	6284
Q86YN6	133522
A4GXA9	197342
P55259	2813
Q15758	6510
Q8NH37	256144
P34969	3363
O94826	9868
Q9NVR7	55171
P59646	53828
Q12765	9805
Q9UJX0	29948
Q8NFU0	266675
Q04609	2346
E9PJF4	1207
O14929	8520
P0DJ07	100131801
Q4KMQ1	286262
Q13516	10215
Q9Y6R1	8671
O43765	6449
P40937	5985
Q08209	5530
P08571	929
P27169	5444
Q9BYG0	84002
Q9NR19	55902
O43173	51046
Q7LDG7	10235
Q9NRF8	56474
P78310	1525
H7BXZ6	55288
Q96HP0	57572
Q92838	1896
Q8NA92	199745
Q16566	814
Q96HB5	90060
Q96FB5	51093
P52746	7701
Q9NVE5	55230
P05113	3567
Q9P1T7	29969
P30837	219
Q8NFW8	55907
Q8N4T8	84869
Q8TAT2	143282
Q5SWX8	54953
Q96KX0	131375
D6REL5	84142
Q9HC21	60386
Q96SE0	84696
P11908	5634
O75791	9402
Q8NHQ9	57696
P05160	2165
Q96HA7	4796
A0A087WSY1	4593
Q8IX30	222663
Q92886	4762
Q92820	8836
Q96KX2	93661
Q9Y5N6	23594
F8VVT9	116986
Q9BVH7	81849
O75923	8291
Q96E09	116224
Q5H9T9	84075
Q9NZJ6	51805
O75473	8549
Q6ZRH7	57828
Q8WYH2	80303
A0A0A0MTN7	3595
P10124	5552
Q6ZN18	121536
P47989	7498
Q7Z7G8	157680
Q5T9Z0	127670
Q8N111	51286
Q9BS91	55032
B4DZA8	79616
Q08554	1823
Q9BZW4	53345
Q14165	9761
Q9P0L9	9033
Q8TAP9	136647
Q9UMQ3	8538
Q13895	705
P25116	2149
P20839	3614
Q9P1U1	57180
O43593	55806
Q309B1	147166
Q08AN1	90317
O15178	6862
Q86W10	199974
P63096	2770
Q8IXK0	1912
O60687	27286
Q96PK6	100526737
Q96PK6	10432
Q5T0N5	54874
Q68DK2	23503
Q8N0V4	55203
Q96RY5	57585
P33763	6276
Q96F85	25927
P50402	2010
Q53HC0	80212
A0A087WU53	84061
Q9BWW8	80830
Q8IZC4	219790
O43542	7517
Q9NYM9	51272
Q9NX78	54916
Q6UXB0	131408
P46013	4288
O43623	6591
O60290	643641
Q9NUM4	54664
P02745	712
O43603	8811
B7Z9I1	34
Q8N474	6422
Q14151	9667
Q9UBP0	6683
P62380	9519
P20340	5870
P29323	2048
Q8TDW5	94122
Q9BWC9	29903
P78334	2564
Q9Y2Q9	28957
P43155	1384
O14777	10403
Q8N7N1	85002
Q8IZL2	84441
Q7L523	10670
P30301	4284
Q8NCT1	91947
Q9Y5R4	51409
Q9NZP8	51279
P98088	4586
Q9H7Z6	84148
Q99731	6363
Q6NUK4	221035
Q8WUT9	203427
Q9UHF0	6866
Q9ULW8	51702
P03923	4541
P30518	554
A1YLA1	5325
Q9H869	55249
Q92903	1040
P31314	3195
Q9Y5K5	51377
P04264	3848
O75150	9810
Q14204	1778
O94973	161
P32249	1880
P29350	5777
Q9UDT6	7461
Q2T9K0	93109
Q99574	5274
O75474	23401
P50150	2786
Q8TDJ6	23312
Q6UXN7	387990
Q8WXB1	151194
Q8IW41	8550
Q4U2R6	51258
O96004	9421
A0A0C4DGA7	22885
Q8N6F8	155368
Q8WVI7	151242
H3BRY8	4494
Q8N0X7	23111
Q96GZ6	54946
O14727	317
Q96L91	57634
P22894	4317
P21810	633
Q9H583	55127
B3KUN7	79836
B7Z278	11069
P12319	2205
Q13769	8563
A6NMQ1	5422
O95264	9177
Q92502	9754
E9PC20	10267
P35713	54345
Q9UKT8	26190
Q96HE7	30001
O75962	7204
O15439	10257
Q15181	5464
O60563	904
O75179	26057
P26045	5774
Q9BRK0	51308
Q587I9	84826
Q8ND23	90668
Q96MK2	140876
O00562	9600
P04155	7031
O14788	8600
Q9NNX9	51481
Q13442	11333
O95718	2103
Q9HBJ0	10761
Q9GZN8	54976
Q92520	10447
Q2KHR2	64864
O96028	7468
Q96KP6	79931
P08588	153
P11277	6710
Q96I36	84987
P49450	1058
C9JYJ0	5890
Q8IW00	196740
Q6S8J3	445582
P13473	3920
Q9NZQ9	29765
Q13835	5317
Q9C0I1	54545
P50583	318
Q9H7E9	65265
Q7RTV0	84844
P55318	3171
Q9Y6Q5	10053
Q5T2R2	23590
J3QKX5	4225
Q5JUK2	402381
Q6UXE8	10917
O95084	11098
Q86W42	79228
Q9NW75	55105
Q02763	7010
Q9BUN5	79140
Q96CS4	115509
O95396	27304
Q9UK80	27005
Q9BRK5	51150
Q9C029	81786
Q7KZ85	6830
P07202	7173
Q9NNX1	7286
P01583	3552
P34903	2556
P42684	27
Q9NWN3	55030
Q6P161	116541
Q9Y226	9390
J3QQX2	396
P02765	197
A6NK58	387787
Q96PD5	114770
Q5R3F8	114794
Q92667	8165
Q5H9K5	84460
Q96KK3	3787
Q8NH03	343173
Q2TB90	80201
O00308	11060
Q14061	10063
P63165	7341
P36871	5236
P49286	4544
Q8WZA9	126298
Q5VTB9	55182
P21266	2947
Q86UP2	3895
P20042	8894
Q8IVP5	139341
Q16671	269
Q14549	2636
Q7LFX5	51363
Q86X10	57148
Q8NGQ6	219954
A0A0A0MRP2	8790
Q04864	5966
P17030	219749
Q8NAF0	163033
Q7L4P6	79656
Q9Y6X8	22882
P63241	1984
Q13868	23404
Q14289	2185
Q15061	23160
A0A087WZW1	1208
Q9UND3	642799
Q9UND3	9284
Q9P2P1	57523
Q13424	6640
D6RG30	28990
Q9P258	55920
Q9HBR0	124565
Q9BVM4	87769
Q13609	1776
B4DDF4	1265
Q5VZK9	55604
Q7Z6R9	83741
Q96P71	63941
Q8N441	53834
Q15040	9929
P26678	5350
A0A087WW96	6854
Q6ZSZ5	23370
Q9BYD3	51073
Q9BSF0	84281
A1L390	26030
P42574	836
Q9NS84	56548
P21728	1812
Q16666	3428
P12524	4610
Q2M385	219972
P48507	2730
P21397	4128
Q06520	6822
Q02223	608
Q969F2	85409
Q12829	10966
P61266	112755
Q13573	22938
P05413	2170
Q7Z2Y5	203447
O60476	10905
A0A0A0MSA9	5817
Q9BXU8	53940
Q99457	4675
Q7L1I2	9899
Q99677	2846
O95868	58530
Q9H0Y0	83734
Q9NYW8	57786
A6NGW1	10897
O75396	9554
Q96S16	339123
O75762	8989
Q9UIQ6	4012
Q99988	9518
Q8NA61	220082
Q8IYX3	164592
P29508	6317
Q5QP82	79269
P48728	275
P34096	6038
O75764	6920
P07438	4490
P17301	3673
Q86XK7	340547
P59797	348303
Q15051	9657
Q9NP31	9047
Q96HQ0	79744
O15492	6004
Q9NX00	54958
P55289	1010
O15389	8778
P49406	9801
Q15633	6895
Q1W4C9	153218
Q96JN8	84461
O43294	7041
P52790	3101
Q9BYJ4	53840
A0A087WXD1	84679
Q7LBC6	51780
Q9Y3A5	51119
A0A0A0MR07	7409
Q8NFU3	100131187
P49638	7274
Q15067	51
Q5TBA9	10129
O75182	23309
O75629	8804
Q13064	7681
A0A0G2JMH6	3122
Q9H0W5	83987
C9JRZ8	441282
Q01668	776
P53621	1314
O60242	577
P27824	821
Q9NPG1	7976
Q13268	10202
Q9BZV3	50939
Q99757	25828
Q5TA78	199834
Q00537	5128
Q96GY3	55957
P11233	5898
P16333	4690
A0A0A0MRA3	7273
Q9NP77	29101
A6NC42	340168
Q6P158	90957
O95983	53615
P48201	518
Q9NZ43	55850
J3KQ47	25972
B4DFG5	51629
P42785	5547
Q11203	6487
P30414	4820
P05166	5096
Q8NE86	90550
P23443	6198
P16401	3009
Q9H649	63899
Q9NV06	25879
Q6NUS8	133688
Q9NP58	10058
P17752	7166
Q14129	8214
Q9HCM3	57670
F5GX88	2022
M0R0D7	55554
J3KQ06	55076
O95786	23586
P36894	657
Q96BA8	90993
Q9UNF1	10916
Q9NYT6	7769
P24385	595
O96018	9546
Q92623	23508
O95837	9630
B7Z2J6	10771
Q6ZQY3	339896
Q9UGI0	54764
Q8WXI8	338339
Q16280	1260
Q5TIA5	29116
P0C7H8	730755
P0C7H8	85294
Q9NYK1	51284
Q99784	10439
Q9NQ69	56956
P49802	6000
P26572	4245
Q5EBL4	353116
Q99470	6388
K7EJQ7	90701
Q9H4Q3	59336
Q06430	2651
A6PVL3	148930
A6NNN8	146167
Q6NXG1	54845
Q07283	7062
Q15848	9370
Q6URK8	374739
Q8N2E2	221806
B4DUA7	55588
P23743	1606
A0A087WUM5	152007
O94868	9873
Q9UJT1	51174
P34820	656
